EarNum,MeaDate,Weight,AgeDays,BirWei,Sex,Breed,LittleSize,Lactation,DaysInMilk,ReproStatus,Seasonality,BirthDate,YeanDate
0007F2212369,2021-08-28,18.0,85.0,4.0,2.0,F2,1.0,3.0,-1.0,未配種,8,2021-06-04,
0007F2212370,2021-08-28,18.0,82.0,3.7,2.0,F2,1.0,3.0,-1.0,未配種,8,2021-06-07,
0007F2212371,2021-08-28,19.0,81.0,3.7,2.0,F2,2.0,3.0,-1.0,未配種,8,2021-06-08,
0007F1217432,2021-08-28,20.0,90.0,3.6,3.0,F1,2.0,3.0,-1.0,未配種,8,2021-05-30,
0007F1217433,2021-08-28,17.0,90.0,2.7,2.0,F1,2.0,3.0,-1.0,未配種,8,2021-05-30,
0007F1217434,2021-08-28,17.0,88.0,3.3,2.0,F1,2.0,3.0,-1.0,未配種,8,2021-06-01,
0007F1217435,2021-08-28,14.0,88.0,4.0,2.0,F1,2.0,3.0,-1.0,未配種,8,2021-06-01,
0007F1217436,2021-08-28,21.0,86.0,3.3,3.0,F1,2.0,3.0,-1.0,未配種,8,2021-06-03,
0007F1217437,2021-08-28,19.0,86.0,3.5,3.0,F1,2.0,3.0,-1.0,未配種,8,2021-06-03,
0007F1217440,2021-08-28,19.0,83.0,4.0,3.0,F1,2.0,3.0,-1.0,未配種,8,2021-06-06,
0007F1217441,2021-08-28,17.0,83.0,3.1,2.0,F1,2.0,3.0,-1.0,未配種,8,2021-06-06,
0007F1217443,2021-08-28,16.0,83.0,3.3,2.0,F1,2.0,1.0,-1.0,懷孕,8,2021-06-06,2022-12-20
0007F1217444,2021-08-28,20.0,82.0,3.8,3.0,F1,2.0,3.0,-1.0,未配種,8,2021-06-07,
0007F1217446,2021-08-28,17.0,80.0,3.0,2.0,F1,2.0,1.0,-1.0,懷孕,8,2021-06-09,2022-12-24
0007F1217448,2021-08-28,19.0,80.0,4.4,3.0,F1,2.0,3.0,-1.0,未配種,8,2021-06-09,
0007F1217431,2021-08-28,21.0,129.0,3.9,2.0,F1,1.0,1.0,-1.0,懷孕,8,2021-04-21,2024-05-26
0007NU214542,2021-10-12,2.9,0.0,2.9,1.0,NU,3.0,3.0,-1.0,未配種,10,2021-10-12,
0007NU210454,2021-10-12,1.8,0.0,1.8,1.0,NU,3.0,3.0,-1.0,未配種,10,2021-10-12,
0007NU214544,2021-10-19,3.8,0.0,3.8,1.0,NU,3.0,3.0,-1.0,未配種,10,2021-10-19,
0007NU214545,2021-10-19,3.4,0.0,3.4,3.0,NU,3.0,3.0,-1.0,未配種,10,2021-10-19,
0007NU211540,2021-10-22,3.7,0.0,3.7,1.0,NU,2.0,3.0,-1.0,未配種,10,2021-10-22,
0007NU211541,2021-10-22,4.0,0.0,4.0,1.0,NU,2.0,3.0,-1.0,未配種,10,2021-10-22,
0007F2212383,2021-10-24,3.6,0.0,3.6,3.0,F2,2.0,3.0,-1.0,未配種,10,2021-10-24,
0007F2212384,2021-10-24,2.7,0.0,2.7,2.0,F2,2.0,3.0,-1.0,未配種,10,2021-10-24,
0007F2212385,2021-10-24,3.2,0.0,3.2,2.0,F2,2.0,3.0,-1.0,未配種,10,2021-10-24,
0007F2212386,2021-10-24,3.4,0.0,3.4,2.0,F2,2.0,3.0,-1.0,未配種,10,2021-10-24,
0007NU211542,2021-10-26,4.4,0.0,4.4,3.0,NU,2.0,3.0,-1.0,未配種,10,2021-10-26,
0007NU211543,2021-10-26,3.8,0.0,3.8,2.0,NU,2.0,3.0,-1.0,未配種,10,2021-10-26,
0007F2213475,2021-10-28,4.4,0.0,4.4,3.0,F2,2.0,3.0,-1.0,未配種,10,2021-10-28,
0007F2213476,2021-10-28,3.3,0.0,3.3,2.0,F2,2.0,3.0,-1.0,未配種,10,2021-10-28,
0007F2212387,2021-10-30,2.7,0.0,2.7,3.0,F2,2.0,3.0,-1.0,未配種,10,2021-10-30,
0007NU211546,2021-10-30,3.6,0.0,3.6,2.0,NU,1.0,3.0,-1.0,未配種,10,2021-10-30,
0007F2213477,2021-10-30,3.1,0.0,3.1,3.0,F2,3.0,3.0,-1.0,未配種,10,2021-10-30,
0007F2213478,2021-10-30,2.7,0.0,2.7,3.0,F2,3.0,3.0,-1.0,未配種,10,2021-10-30,
0007F2213479,2021-10-30,2.3,0.0,2.3,3.0,F2,3.0,3.0,-1.0,未配種,10,2021-10-30,
0007NU211547,2021-11-02,4.3,0.0,4.3,1.0,NU,1.0,3.0,-1.0,未配種,11,2021-11-02,
0007NU211548,2021-11-02,3.0,0.0,3.0,2.0,NU,1.0,3.0,-1.0,未配種,11,2021-11-02,
0007F2213480,2021-11-02,3.6,0.0,3.6,3.0,F2,2.0,3.0,-1.0,未配種,11,2021-11-02,
0007F2213481,2021-11-02,3.3,0.0,3.3,2.0,F2,2.0,3.0,-1.0,未配種,11,2021-11-02,
0007NU216452,2021-11-03,2.4,0.0,2.4,2.0,NU,2.0,3.0,-1.0,未配種,11,2021-11-03,
0007NU216453,2021-11-03,2.6,0.0,2.6,2.0,NU,2.0,3.0,-1.0,未配種,11,2021-11-03,
0007F2213482,2021-11-06,2.3,0.0,2.3,2.0,F2,2.0,3.0,-1.0,未配種,11,2021-11-06,
0007F2213483,2021-11-06,2.4,0.0,2.4,2.0,F2,2.0,1.0,-1.0,懷孕,11,2021-11-06,2023-04-21
0007NU224568,2022-01-04,4.0,0.0,4.0,3.0,NU,3.0,3.0,-1.0,未配種,1,2022-01-04,
0007NU224569,2022-01-04,3.9,0.0,3.9,3.0,NU,3.0,3.0,-1.0,未配種,1,2022-01-04,
0007NU224570,2022-01-04,3.5,0.0,3.5,2.0,NU,3.0,3.0,-1.0,懷孕,1,2022-01-04,2024-10-06
0007F2223491,2022-01-06,2.3,0.0,2.3,1.0,F2,4.0,3.0,-1.0,未配種,1,2022-01-06,
0007F2223492,2022-01-06,2.6,0.0,2.6,1.0,F2,4.0,3.0,-1.0,未配種,1,2022-01-06,
0007F2223493,2022-01-06,2.8,0.0,2.8,2.0,F2,4.0,3.0,-1.0,未配種,1,2022-01-06,
0007F2223494,2022-01-06,2.8,0.0,2.8,2.0,F2,4.0,3.0,-1.0,未配種,1,2022-01-06,
0007F2223495,2022-01-09,3.6,0.0,3.6,2.0,F2,1.0,3.0,-1.0,未配種,1,2022-01-09,
0007NU225202,2022-01-19,3.8,0.0,3.8,3.0,NU,4.0,3.0,-1.0,未配種,1,2022-01-19,
0007NU225203,2022-01-19,2.6,0.0,2.6,3.0,NU,4.0,3.0,-1.0,未配種,1,2022-01-19,
0007NU225204,2022-01-19,2.8,0.0,2.8,3.0,NU,4.0,3.0,-1.0,未配種,1,2022-01-19,
0007NU225205,2022-01-19,2.8,0.0,2.8,2.0,NU,4.0,3.0,-1.0,未配種,1,2022-01-19,
0007NU224571,2022-01-23,4.7,0.0,4.7,3.0,NU,2.0,3.0,-1.0,未配種,1,2022-01-23,
0007NU224572,2022-01-23,4.2,0.0,4.2,2.0,NU,2.0,3.0,-1.0,未配種,1,2022-01-23,
0007F2222410,2022-01-24,4.2,0.0,4.2,1.0,F2,1.0,3.0,-1.0,未配種,1,2022-01-24,
0007NU224573,2022-01-29,2.7,0.0,2.7,3.0,NU,4.0,3.0,-1.0,未配種,1,2022-01-29,
0007NU224574,2022-01-29,2.6,0.0,2.6,2.0,NU,4.0,1.0,-1.0,懷孕,1,2022-01-29,2023-06-28
0007NU224575,2022-01-29,2.4,0.0,2.4,2.0,NU,4.0,2.0,-1.0,懷孕,1,2022-01-29,2024-03-24
0007NU224576,2022-01-29,2.8,0.0,2.8,2.0,NU,4.0,3.0,-1.0,未配種,1,2022-01-29,
0007Fx222411,2022-02-07,5.1,0.0,5.1,3.0,Fx,2.0,3.0,-1.0,未配種,2,2022-02-07,
0007Fx222412,2022-02-07,4.3,0.0,4.3,2.0,Fx,2.0,3.0,-1.0,未配種,2,2022-02-07,
0007F2213484,2021-11-16,3.8,0.0,3.8,1.0,F2,3.0,3.0,-1.0,未配種,11,2021-11-16,
0007F2213485,2021-11-16,3.3,0.0,3.3,1.0,F2,3.0,3.0,-1.0,未配種,11,2021-11-16,
0007F2213486,2021-11-16,2.7,0.0,2.7,2.0,F2,3.0,3.0,-1.0,未配種,11,2021-11-16,
0007F2222413,2022-02-09,3.7,0.0,3.7,2.0,F2,3.0,3.0,-1.0,未配種,2,2022-02-09,
0007F2222414,2022-02-09,3.7,0.0,3.7,2.0,F2,3.0,3.0,-1.0,未配種,2,2022-02-09,
0007F2222415,2022-02-09,3.4,0.0,3.4,2.0,F2,3.0,3.0,-1.0,未配種,2,2022-02-09,
0007F2223496,2022-02-09,3.3,0.0,3.3,3.0,F2,3.0,3.0,-1.0,未配種,2,2022-02-09,
0007F2223497,2022-02-09,3.2,0.0,3.2,2.0,F2,3.0,3.0,-1.0,未配種,2,2022-02-09,
0007F2223498,2022-02-09,3.7,0.0,3.7,2.0,F2,3.0,3.0,-1.0,未配種,2,2022-02-09,
0007F2223499,2022-02-09,3.8,0.0,3.8,3.0,F2,2.0,3.0,-1.0,未配種,2,2022-02-09,
0007F2223500,2022-02-09,3.5,0.0,3.5,2.0,F2,2.0,3.0,-1.0,未配種,2,2022-02-09,
0007NU211539,2022-02-09,26.9,208.0,3.8,2.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-16,
0007NU215195,2022-02-09,29.3,184.0,3.7,2.0,NU,2.0,3.0,-1.0,懷孕,2,2021-08-09,2024-08-12
0007NU215201,2022-02-09,27.5,173.0,3.2,2.0,NU,2.0,3.0,-1.0,懷孕,2,2021-08-20,2024-08-03
0007NU218566,2022-02-09,20.7,198.0,2.9,2.0,NU,2.0,3.0,-1.0,懷孕,2,2021-07-26,2024-08-07
0007NU218577,2022-02-09,23.7,194.0,3.4,2.0,NU,3.0,3.0,-1.0,未配種,2,2021-07-30,
0007NU218581,2022-02-09,16.8,191.0,3.1,2.0,NU,2.0,3.0,-1.0,未配種,2,2021-08-02,
0007NU218582,2022-02-09,21.6,185.0,4.2,2.0,NU,2.0,3.0,-1.0,懷孕,2,2021-08-08,2024-08-11
0007NU218583,2022-02-09,25.8,185.0,3.6,2.0,NU,2.0,1.0,-1.0,懷孕,2,2021-08-08,2023-02-05
0007NU215181,2022-02-09,26.0,216.0,3.3,2.0,NU,2.0,1.0,-1.0,懷孕,2,2021-07-08,2023-01-26
0007NU229507,2022-02-13,4.2,0.0,4.2,3.0,NU,2.0,3.0,-1.0,未配種,2,2022-02-13,
0007NU229508,2022-02-13,3.8,0.0,3.8,2.0,NU,2.0,1.0,-1.0,懷孕,2,2022-02-13,2024-06-14
0007F1227453,2022-02-14,4.0,0.0,4.0,2.0,F1,2.0,1.0,-1.0,懷孕,2,2022-02-14,2023-04-10
0007F1227454,2022-02-14,4.2,0.0,4.2,2.0,F1,2.0,4.0,-1.0,懷孕,2,2022-02-14,2024-11-19
0007F2227455,2022-02-16,4.6,0.0,4.6,1.0,F2,2.0,3.0,-1.0,未配種,2,2022-02-16,
0007F2227456,2022-02-16,3.9,0.0,3.9,2.0,F2,2.0,2.0,-1.0,懷孕,2,2022-02-16,2024-11-24
0007F1227457,2022-02-16,4.5,0.0,4.5,2.0,F1,1.0,2.0,-1.0,懷孕,2,2022-02-16,2024-09-06
0007NU226468,2022-02-23,2.3,0.0,2.3,2.0,NU,2.0,1.0,-1.0,懷孕,2,2022-02-23,2024-03-06
0007NU226469,2022-02-23,3.0,0.0,3.0,2.0,NU,2.0,2.0,-1.0,懷孕,2,2022-02-23,2024-03-04
0007F2213480,2022-02-22,18.8,112.0,3.6,3.0,F2,2.0,3.0,-1.0,未配種,2,2021-11-02,
0007F2212383,2022-02-22,32.0,121.0,3.6,3.0,F2,2.0,3.0,-1.0,未配種,2,2021-10-24,
0007F2213478,2022-02-22,19.6,115.0,2.7,3.0,F2,3.0,3.0,-1.0,未配種,2,2021-10-30,
0007F2213475,2022-02-22,28.0,117.0,4.4,3.0,F2,2.0,3.0,-1.0,未配種,2,2021-10-28,
0007NU211542,2022-02-22,26.2,119.0,4.4,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-10-26,
0007F2213477,2022-02-22,19.0,115.0,3.1,3.0,F2,3.0,3.0,-1.0,未配種,2,2021-10-30,
0007F2213479,2022-02-22,22.8,115.0,2.3,3.0,F2,3.0,3.0,-1.0,未配種,2,2021-10-30,
0007NU218569,2022-02-22,33.7,209.0,3.7,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-28,
0007NU211538,2022-02-22,30.1,221.0,4.5,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-16,
0007NU218559,2022-02-22,34.9,223.0,4.2,3.0,NU,1.0,3.0,-1.0,未配種,2,2021-07-14,
0007NU218576,2022-02-22,27.0,207.0,3.5,3.0,NU,3.0,3.0,-1.0,未配種,2,2021-07-30,
0007NU218571,2022-02-22,34.4,208.0,4.1,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-29,
0007NU218573,2022-02-22,34.3,208.0,4.7,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-29,
0007NU216450,2022-02-22,33.3,218.0,3.0,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-19,
0007NU218550,2022-02-22,39.7,234.0,4.1,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-03,
0007NU218558,2022-02-22,39.1,231.0,3.6,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-06,
0007NU216446,2022-02-22,34.5,231.0,1.8,1.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-06,
0007NU218565,2022-02-22,26.9,211.0,3.9,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-26,
0007NU218551,2022-02-22,34.9,234.0,3.7,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-03,
0007NU216448,2022-02-22,40.7,226.0,2.5,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-11,
0007NU218563,2022-02-22,31.5,223.0,3.9,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-14,
0007NU215179,2022-02-22,39.5,231.0,3.0,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-06,
0007NU215189,2022-02-22,35.0,226.0,3.9,1.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-11,
0007NU218565,2022-02-22,39.7,211.0,3.9,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-26,
0007NU215188,2022-02-22,32.1,226.0,3.7,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-11,
0007NU215183,2022-02-22,33.5,228.0,3.0,3.0,NU,3.0,3.0,-1.0,未配種,2,2021-07-09,
0007NU218557,2022-02-22,32.0,231.0,3.5,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-06,
0007NU215180,2022-02-22,34.8,231.0,2.5,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-06,
0007NU218559,2022-02-22,38.2,223.0,4.2,3.0,NU,1.0,3.0,-1.0,未配種,2,2021-07-14,
0007NU215184,2022-02-22,41.5,228.0,3.3,3.0,NU,3.0,3.0,-1.0,未配種,2,2021-07-09,
0007NU215177,2022-02-22,42.5,232.0,4.1,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-05,
0007NU215196,2022-02-22,27.3,196.0,3.9,1.0,NU,2.0,3.0,-1.0,未配種,2,2021-08-10,
0007NU218580,2022-02-22,30.9,204.0,4.0,1.0,NU,2.0,3.0,-1.0,未配種,2,2021-08-02,
0007NU218555,2022-02-22,25.1,231.0,3.7,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-06,
0007NU212373,2022-02-22,37.2,246.0,2.9,1.0,NU,3.0,3.0,-1.0,未配種,2,2021-06-21,
0007NU215197,2022-02-22,28.5,196.0,3.3,1.0,NU,2.0,3.0,-1.0,未配種,2,2021-08-10,
0007NU215194,2022-02-22,32.0,197.0,3.9,1.0,NU,2.0,3.0,-1.0,未配種,2,2021-08-09,
0007NU215192,2022-02-22,29.8,203.0,3.0,1.0,NU,2.0,3.0,-1.0,未配種,2,2021-08-03,
0007NU218568,2022-02-22,36.6,210.0,2.8,1.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-27,
0007NU218561,2022-02-22,34.0,223.0,3.3,1.0,NU,3.0,3.0,-1.0,未配種,2,2021-07-14,
0007NU225206,2022-02-26,3.4,0.0,3.4,3.0,NU,2.0,3.0,-1.0,未配種,2,2022-02-26,
0007NU225207,2022-02-26,3.8,0.0,3.8,2.0,NU,2.0,3.0,-1.0,未配種,2,2022-02-26,
0007F2212402,2022-02-26,20.0,81.0,3.4,2.0,F2,2.0,3.0,-1.0,未配種,2,2021-12-07,
0007F2212403,2022-02-26,17.0,81.0,3.8,2.0,F2,2.0,3.0,-1.0,未配種,2,2021-12-07,
0007F2212400,2022-02-26,21.0,82.0,4.2,3.0,F2,2.0,3.0,-1.0,未配種,2,2021-12-06,
0007F2212401,2022-02-26,13.0,82.0,3.8,2.0,F2,2.0,3.0,-1.0,未配種,2,2021-12-06,
0007F2213482,2022-02-26,15.0,112.0,2.3,2.0,F2,2.0,3.0,-1.0,未配種,2,2021-11-06,
0007F2213483,2022-02-26,21.0,112.0,2.4,2.0,F2,2.0,1.0,-1.0,懷孕,2,2021-11-06,2023-04-21
0007F2213484,2022-02-26,32.0,102.0,3.8,1.0,F2,3.0,3.0,-1.0,未配種,2,2021-11-16,
0007F2213486,2022-02-26,21.0,102.0,2.7,2.0,F2,3.0,3.0,-1.0,未配種,2,2021-11-16,
0007NU214547,2022-02-26,15.0,110.0,3.4,2.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-08,
0007NU211553,2022-02-26,12.0,97.0,3.5,3.0,NU,3.0,3.0,-1.0,未配種,2,2021-11-21,
0007NU211554,2022-02-26,23.0,97.0,3.8,3.0,NU,3.0,3.0,-1.0,未配種,2,2021-11-21,
0007NU211566,2022-02-26,20.0,91.0,3.8,2.0,NU,2.0,1.0,-1.0,懷孕,2,2021-11-27,2023-12-02
0007NU211567,2022-02-26,14.0,91.0,3.2,2.0,NU,2.0,2.0,-1.0,懷孕,2,2021-11-27,2024-03-03
0007NU211565,2022-02-26,23.0,92.0,3.7,2.0,NU,1.0,2.0,-1.0,懷孕,2,2021-11-26,2024-03-14
0007NU211568,2022-02-26,13.0,91.0,3.5,3.0,NU,3.0,3.0,-1.0,未配種,2,2021-11-27,
0007NU211569,2022-02-26,17.0,91.0,3.2,2.0,NU,3.0,3.0,-1.0,未配種,2,2021-11-27,
0007NU211570,2022-02-26,16.0,91.0,3.1,2.0,NU,3.0,2.0,-1.0,懷孕,2,2021-11-27,2024-02-20
0007NU211556,2022-02-26,16.0,95.0,3.1,3.0,NU,3.0,3.0,-1.0,未配種,2,2021-11-23,
0007NU211557,2022-02-26,19.0,95.0,3.2,2.0,NU,3.0,2.0,-1.0,懷孕,2,2021-11-23,2024-03-17
0007NU211558,2022-02-26,21.0,95.0,3.7,2.0,NU,3.0,3.0,-1.0,未配種,2,2021-11-23,
0007NU212393,2021-11-12,3.8,0.0,3.8,3.0,NU,2.0,3.0,-1.0,未配種,11,2021-11-12,
0007NU212394,2021-11-12,2.6,0.0,2.6,2.0,NU,2.0,3.0,-1.0,未配種,11,2021-11-12,
0007NU211563,2022-02-26,16.0,93.0,3.6,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-25,
0007NU211564,2022-02-26,16.0,93.0,3.5,2.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-25,
0007NU211561,2022-02-26,19.0,93.0,3.1,2.0,NU,2.0,2.0,-1.0,懷孕,2,2021-11-25,2024-06-17
0007NU211560,2022-02-26,20.0,94.0,3.0,2.0,NU,2.0,1.0,-1.0,懷孕,2,2021-11-24,2023-04-11
0007NU211552,2022-02-26,22.0,97.0,3.5,2.0,NU,1.0,3.0,-1.0,未配種,2,2021-11-21,
0007NU211549,2022-02-26,11.0,98.0,3.1,3.0,NU,3.0,3.0,-1.0,未配種,2,2021-11-20,
0007NU211550,2022-02-26,13.0,98.0,3.2,3.0,NU,3.0,3.0,-1.0,未配種,2,2021-11-20,
0007NU211551,2022-02-26,19.0,98.0,2.9,2.0,NU,3.0,3.0,-1.0,未配種,2,2021-11-20,
0007NU218551,2022-02-26,16.0,238.0,3.7,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-07-03,
0007NU212393,2022-02-26,29.0,106.0,3.8,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-12,
0007NU212394,2022-02-26,16.0,106.0,2.6,2.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-12,
0007NU212399,2022-02-26,23.0,101.0,3.4,3.0,NU,1.0,3.0,-1.0,未配種,2,2021-11-17,
0007NU212389,2022-02-26,17.0,109.0,2.5,2.0,NU,3.0,3.0,-1.0,未配種,2,2021-11-09,
0007NU212395,2022-02-26,30.0,102.0,3.4,1.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-16,
0007NU212396,2022-02-26,23.0,102.0,3.2,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-16,
0007NU212397,2022-02-26,25.0,101.0,3.8,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-17,
0007NU212398,2022-02-26,20.0,101.0,3.5,2.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-17,
0007F2212385,2022-02-26,24.0,125.0,3.2,2.0,F2,2.0,3.0,-1.0,未配種,2,2021-10-24,
0007NU213482,2022-02-26,29.0,95.0,5.6,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-23,
0007NU213483,2022-02-26,19.0,95.0,3.9,2.0,NU,2.0,3.0,-1.0,懷孕,2,2021-11-23,2024-11-19
0007NU213487,2022-02-26,25.0,91.0,4.0,3.0,NU,3.0,3.0,-1.0,未配種,2,2021-11-27,
0007NU213488,2022-02-26,25.0,91.0,3.3,3.0,NU,3.0,3.0,-1.0,未配種,2,2021-11-27,
0007NU213489,2022-02-26,16.0,91.0,2.6,2.0,NU,3.0,3.0,-1.0,未配種,2,2021-11-27,
0007NU213490,2022-02-26,19.0,91.0,4.5,2.0,NU,1.0,2.0,-1.0,懷孕,2,2021-11-27,2024-03-11
0007NU213484,2022-02-26,22.0,93.0,3.7,3.0,NU,3.0,3.0,-1.0,未配種,2,2021-11-25,
0007NU213485,2022-02-26,21.0,93.0,3.2,3.0,NU,3.0,3.0,-1.0,未配種,2,2021-11-25,
0007NU213486,2022-02-26,15.0,93.0,3.3,2.0,NU,3.0,2.0,-1.0,懷孕,2,2021-11-25,2023-04-17
0007NU216458,2022-02-26,20.0,103.0,3.3,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-15,
0007NU216465,2022-02-26,21.0,102.0,3.2,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-16,
0007NU216466,2022-02-26,27.0,102.0,3.5,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-16,
0007NU216463,2022-02-26,15.0,103.0,3.1,2.0,NU,3.0,3.0,-1.0,未配種,2,2021-11-15,
0007NU216464,2022-02-26,21.0,103.0,3.8,2.0,NU,3.0,2.0,-1.0,懷孕,2,2021-11-15,2024-03-15
0007NU216456,2022-02-26,25.0,106.0,3.4,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-12,
0007NU216457,2022-02-26,17.0,106.0,2.3,2.0,NU,2.0,4.0,-1.0,懷孕,2,2021-11-12,2024-12-02
0007NU216460,2022-02-26,25.0,103.0,3.8,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-15,
0007NU216461,2022-02-26,19.0,103.0,3.0,2.0,NU,2.0,2.0,-1.0,懷孕,2,2021-11-15,2024-03-15
0007NU216454,2022-02-26,27.0,106.0,4.3,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-12,
0007NU216455,2022-02-26,20.0,106.0,3.1,2.0,NU,2.0,2.0,-1.0,懷孕,2,2021-11-12,2024-03-13
0007NU216467,2022-02-26,25.0,84.0,3.7,1.0,NU,1.0,3.0,-1.0,未配種,2,2021-12-04,
0007NU219496,2022-02-26,22.0,94.0,4.2,3.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-24,
0007NU219497,2022-02-26,21.0,94.0,3.1,2.0,NU,2.0,2.0,-1.0,懷孕,2,2021-11-24,2024-03-13
0007NU219493,2022-02-26,17.0,97.0,3.4,3.0,NU,3.0,3.0,-1.0,未配種,2,2021-11-21,
0007NU219499,2022-02-26,13.0,94.0,3.1,3.0,NU,4.0,3.0,-1.0,未配種,2,2021-11-24,
0007NU219503,2022-02-26,20.0,90.0,3.4,2.0,NU,2.0,2.0,-1.0,懷孕,2,2021-11-28,2024-08-08
0007NU219504,2022-02-26,19.0,90.0,3.9,2.0,NU,2.0,3.0,-1.0,未配種,2,2021-11-28,
0007NU226470,2022-02-25,3.2,0.0,3.2,2.0,NU,3.0,3.0,-1.0,未配種,2,2022-02-25,
0007NU226471,2022-02-28,3.3,0.0,3.3,2.0,NU,2.0,3.0,-1.0,未配種,2,2022-02-28,
0007NU226472,2022-02-28,3.4,0.0,3.4,2.0,NU,2.0,1.0,-1.0,懷孕,2,2022-02-28,2024-06-13
0007F2222416,2022-03-02,4.1,0.0,4.1,3.0,F2,3.0,3.0,-1.0,未配種,3,2022-03-02,
0007F2222417,2022-03-02,4.4,0.0,4.4,3.0,F2,3.0,3.0,-1.0,未配種,3,2022-03-02,
0007F2222418,2022-03-02,2.4,0.0,2.4,2.0,F2,3.0,3.0,-1.0,未配種,3,2022-03-02,
0007NU223501,2022-03-02,3.3,0.0,3.3,1.0,NU,3.0,3.0,-1.0,未配種,3,2022-03-02,
0007NU223502,2022-03-02,3.7,0.0,3.7,2.0,NU,3.0,3.0,-1.0,未配種,3,2022-03-02,
0007NU223503,2022-03-02,2.0,0.0,2.0,2.0,NU,3.0,3.0,-1.0,未配種,3,2022-03-02,
0007NU221573,2022-03-02,4.5,0.0,4.5,3.0,NU,2.0,3.0,-1.0,未配種,3,2022-03-02,
0007NU221574,2022-03-02,3.5,0.0,3.5,2.0,NU,2.0,2.0,-1.0,懷孕,3,2022-03-02,2024-10-06
0007F1227458,2022-03-04,3.3,0.0,3.3,3.0,F1,2.0,3.0,-1.0,未配種,3,2022-03-04,
0007F1227459,2022-03-04,3.3,0.0,3.3,2.0,F1,2.0,1.0,-1.0,懷孕,3,2022-03-04,2023-12-25
0007NU226473,2022-03-04,3.1,0.0,3.1,2.0,NU,3.0,3.0,-1.0,未配種,3,2022-03-04,
0007NU226474,2022-03-04,3.4,0.0,3.4,2.0,NU,3.0,3.0,-1.0,未配種,3,2022-03-04,
0007NU225208,2022-03-04,3.5,0.0,3.5,3.0,NU,4.0,3.0,-1.0,未配種,3,2022-03-04,
0007NU225209,2022-03-04,3.1,0.0,3.1,3.0,NU,4.0,3.0,-1.0,未配種,3,2022-03-04,
0007NU225210,2022-03-04,3.1,0.0,3.1,3.0,NU,4.0,3.0,-1.0,未配種,3,2022-03-04,
0007NU222419,2022-03-04,2.7,0.0,2.7,2.0,NU,3.0,1.0,-1.0,懷孕,3,2022-03-04,2023-06-22
0007NU222420,2022-03-04,3.8,0.0,3.8,2.0,NU,3.0,3.0,-1.0,未配種,3,2022-03-04,
0007NU222421,2022-03-04,3.3,0.0,3.3,2.0,NU,3.0,2.0,-1.0,懷孕,3,2022-03-04,2024-05-05
0007NU226475,2022-03-04,3.5,0.0,3.5,3.0,NU,2.0,3.0,-1.0,未配種,3,2022-03-04,
0007NU226476,2022-03-04,3.5,0.0,3.5,2.0,NU,2.0,3.0,-1.0,未配種,3,2022-03-04,
0007NU228584,2022-03-05,3.6,0.0,3.6,3.0,NU,2.0,3.0,-1.0,未配種,3,2022-03-05,
0007NU228585,2022-03-05,3.5,0.0,3.5,3.0,NU,2.0,3.0,-1.0,未配種,3,2022-03-05,
